,Flight Name,Departure time,Arrival time,Source,Destination,No of Stop,Duration,Date of Journey,Price
588,Vistara,08:25,22:45,Ahmedabad,Kolkata,1 Stop,14h 20m,10 Feb 22,9122
181,Air India,08:20,23:35,Ahmedabad,Chennai,4 Stops,15h 15m,10 Feb 22,7610
4640,Air India,09:55,19:20,Chennai,Hyderabad,1 Stop,9h 25m,10 Feb 22,3977
6963,Air India,03:45,08:50+1D,Jaipur,Kolkata,2 Stops,29h 05m,10 Feb 22,6754
621,Go First,08:10,17:15,Ahmedabad,Mumbai,1 Stop,9h 05m,10 Feb 22,3810
1208,Vistara,18:25,23:05,Bengaluru,Chennai,1 Stop,4h 40m,10 Feb 22,9239
4438,Air India,20:20,20:30+1D,Chennai,Goa In,2 Stops,24h 10m,10 Feb 22,8555
313,Vistara,08:25,14:05+1D,Ahmedabad,Goa In,2 Stops,29h 40m,10 Feb 22,14309
953,Air India,06:45,07:50+1D,Bengaluru,Ahmedabad,2 Stops,25h 05m,10 Feb 22,9017
5049,Air India,08:30,18:25,Chennai,Patna,2 Stops,9h 55m,10 Feb 22,7552
3320,IndiGo,18:30,22:55,Delhi,Goa In,1 Stop,4h 25m,10 Feb 22,6594
3642,Air India,18:00,12:10+1D,Delhi,Kolkata,2 Stops,18h 10m,10 Feb 22,4931
2499,Air India,06:45,11:45+1D,Bengaluru,Srinagar,2 Stops,29h 00m,10 Feb 22,9332
208,Vistara,20:40,16:20+1D,Ahmedabad,Chennai,1 Stop,19h 40m,10 Feb 22,10550
67,Air India,21:00,01:50+1D,Ahmedabad,Bengaluru,2 Stops,28h 50m,10 Feb 22,7140
2665,Air India,21:35,11:40+1D,Bhubaneswar,Bengaluru,2 Stops,14h 05m,10 Feb 22,8561
6723,Air India,13:30,06:25+1D,Jaipur,Goa In,2 Stops,16h 55m,10 Feb 22,5809
1869,Go First,10:00,17:30,Bengaluru,Kolkata,1 Stop,7h 30m,10 Feb 22,5621
499,Air India,19:20,07:10+1D,Ahmedabad,Jaipur,3 Stops,35h 50m,10 Feb 22,6558
2295,Vistara,09:30,10:05+1D,Bengaluru,Patna,2 Stops,24h 35m,10 Feb 22,13964
1092,Air India,07:35,20:55+1D,Bengaluru,Bhubaneswar,2 Stops,37h 20m,10 Feb 22,5741
9634,Air India,16:00,13:15+1D,Mumbai,Goa In,1 Stop,21h 15m,10 Feb 22,6085
3027,Vistara,19:00,07:50+1D,Delhi,Bengaluru,1 Stop,12h 50m,10 Feb 22,10678
3517,Vistara,11:40,07:50+1D,Delhi,Hyderabad,1 Stop,20h 10m,10 Feb 22,9838
3318,Air India,08:00,20:30,Delhi,Goa In,1 Stop,12h 30m,10 Feb 22,6359
1850,IndiGo,10:45,20:55,Bengaluru,Kolkata,1 Stop,10h 10m,10 Feb 22,5176
4556,Air India,08:30,18:45+1D,Chennai,Guwahati,2 Stops,34h 15m,10 Feb 22,8093
387,Air India,22:20,22:25+1D,Ahmedabad,Goa In,3 Stops,24h 05m,10 Feb 22,6023
28,Air India,19:20,18:30+1D,Ahmedabad,Bengaluru,1 Stop,23h 10m,10 Feb 22,4976
5364,Vistara,14:30,22:50,Goa In,Mumbai,1 Stop,8h 20m,10 Feb 22,13190
2209,Air India,17:50,12:10+1D,Bengaluru,Patna,1 Stop,18h 20m,10 Feb 22,5032
2463,Air India,17:50,13:40+1D,Bengaluru,Srinagar,2 Stops,19h 50m,10 Feb 22,6802
6975,Air India,13:30,05:15+1D,Jaipur,Kolkata,2 Stops,15h 45m,10 Feb 22,7930
9544,Air India,09:50,12:40+1D,Mumbai,Chennai,2 Stops,26h 50m,10 Feb 22,7791
79,Air India,18:45,20:05+1D,Ahmedabad,Bengaluru,1 Stop,25h 20m,10 Feb 22,7840
1358,Air India,10:25,11:05+1D,Bengaluru,Guwahati,2 Stops,24h 40m,10 Feb 22,6462
6432,Air India,06:30,00:35+1D,Hyderabad,Goa In,1 Stop,18h 05m,10 Feb 22,6317
4885,IndiGo,11:50,19:15,Chennai,Mumbai,1 Stop,7h 25m,10 Feb 22,3229
3687,SpiceJet,09:25,17:25,Delhi,Kolkata,1 Stop,8h 00m,10 Feb 22,7751
7436,IndiGo,08:05,14:10,Kolkata,Bengaluru,1 Stop,6h 05m,10 Feb 22,6487
369,IndiGo,08:35,14:55,Ahmedabad,Goa In,1 Stop,6h 20m,10 Feb 22,5059
568,Air India,18:45,14:30+1D,Ahmedabad,Kolkata,1 Stop,19h 45m,10 Feb 22,7152
2841,Vistara,20:30,19:05+1D,Bhubaneswar,Mumbai,1 Stop,22h 35m,10 Feb 22,10207
5993,Air India,20:50,19:55+1D,Hyderabad,Ahmedabad,2 Stops,23h 05m,10 Feb 22,5873
4217,Vistara,09:45,22:35,Chennai,Ahmedabad,2 Stops,12h 50m,10 Feb 22,16171
3252,Go First,07:00,17:45,Delhi,Goa In,1 Stop,10h 45m,10 Feb 22,3892
7202,Vistara,09:30,17:00,Kochi,Bengaluru,1 Stop,7h 30m,10 Feb 22,13745
2262,Air India,13:20,10:20+1D,Bengaluru,Patna,3 Stops,21h 00m,10 Feb 22,8815
4551,Air India,14:55,18:45+1D,Chennai,Guwahati,3 Stops,27h 50m,10 Feb 22,6343
5201,Air India,23:00,21:35+1D,Goa In,Hyderabad,1 Stop,22h 35m,10 Feb 22,3835
60,Indigo,02:15,08:55,Delhi,Bangalore,1-Stop,06h 40m,29 Jan,2898
6947,Air India,19:35,19:25+1D,Jaipur,Kolkata,2 Stops,23h 50m,10 Feb 22,6621
5976,Air India,06:30,21:30,Hyderabad,Ahmedabad,2 Stops,15h 00m,10 Feb 22,5291
467,IndiGo,07:15,18:45,Kolkata,Pune,1 Stop,11h 30m,"Tue, 8 Mar","4,554"
9110,Vistara,07:30,20:05,Mumbai,Ahmedabad,1 Stop,12h 35m,10 Feb 22,10771
941,Air India,13:00,18:40+1D,Bengaluru,Ahmedabad,2 Stops,29h 40m,10 Feb 22,7459
3196,Vistara,05:45,11:50,Delhi,Chennai,1 Stop,6h 05m,10 Feb 22,11518
359,Air India,13:15,17:00,Hyderabad,Goa,1 Stop,3h 45m,"Tue, 8 Mar","3,125"
108,GO FIRST,06:00,08:10,Mumbai,Delhi,Non-Stop,02h 10m,29 Jan,2219
332,Vistara,08:25,12:45+1D,Ahmedabad,Goa In,2 Stops,28h 20m,10 Feb 22,16768
3737,IndiGo,07:15,09:25,Delhi,Mumbai,Non Stop,2h 10m,10 Feb 22,2408
4675,Air India,06:20,10:30+1D,Chennai,Hyderabad,2 Stops,28h 10m,10 Feb 22,5623
7254,IndiGo,06:10,16:35,Kochi,Mumbai,1 Stop,10h 25m,10 Feb 22,5882
2716,Air India,15:00,08:50+1D,Bhubaneswar,Kolkata,1 Stop,17h 50m,10 Feb 22,5730
994,Vistara,09:30,20:05,Bengaluru,Ahmedabad,2 Stops,10h 35m,10 Feb 22,15467
6610,Air India,13:30,11:10+1D,Jaipur,Bengaluru,2 Stops,21h 40m,10 Feb 22,6051
9509,Air India,19:00,12:40+1D,Mumbai,Chennai,1 Stop,17h 40m,10 Feb 22,4415
9560,Vistara,14:40,22:45,Mumbai,Chennai,1 Stop,8h 05m,10 Feb 22,11305
7856,Vistara,07:10,19:55,Kolkata,Hyderabad,1 Stop,12h 45m,10 Feb 22,10423
8967,Go First,12:15,21:30,Mumbai,Ahmedabad,1 Stop,9h 15m,10 Feb 22,3792
885,IndiGo,12:40,20:25,Bengaluru,Ahmedabad,1 Stop,7h 45m,10 Feb 22,4085
3359,Vistara,05:45,14:05,Delhi,Goa In,2 Stops,8h 20m,10 Feb 22,14616
8120,Air India,23:15,18:25+1D,Kolkata,Patna,2 Stops,19h 10m,10 Feb 22,8441
4253,Vistara,09:45,07:50+1D,Chennai,Ahmedabad,2 Stops,22h 05m,10 Feb 22,16906
6305,IndiGo,14:25,20:25,Hyderabad,Chennai,1 Stop,6h 00m,10 Feb 22,4451
6107,Vistara,21:35,20:05+1D,Hyderabad,Ahmedabad,2 Stops,22h 30m,10 Feb 22,14741
454,Vistara,06:45,12:45+1D,Ahmedabad,Goa In,2 Stops,30h 00m,10 Feb 22,16768
6946,Air India,14:00,14:30+1D,Jaipur,Kolkata,3 Stops,24h 30m,10 Feb 22,6529
7422,Go First,12:30,19:40,Kolkata,Bengaluru,1 Stop,7h 10m,10 Feb 22,5538
8483,Air India,08:55,06:25+1D,Lucknow,Goa In,3 Stops,21h 30m,10 Feb 22,5537
6924,Air India,03:45,13:00+1D,Jaipur,Kolkata,2 Stops,33h 15m,10 Feb 22,6380
1481,Vistara,09:30,12:05+1D,Bengaluru,Guwahati,2 Stops,26h 35m,10 Feb 22,16459
9553,Vistara,18:30,09:55+1D,Mumbai,Chennai,1 Stop,15h 25m,10 Feb 22,11127
4816,Air India,06:05,12:10+1D,Chennai,Kolkata,2 Stops,30h 05m,10 Feb 22,6305
4504,Vistara,06:55,12:45+1D,Chennai,Goa In,2 Stops,29h 50m,10 Feb 22,17923
4157,Air India,17:00,18:15+1D,Chennai,Ahmedabad,4 Stops,25h 15m,10 Feb 22,7591
8563,Vistara,10:05,14:05+1D,Lucknow,Goa In,2 Stops,28h 00m,10 Feb 22,13687
8817,IndiGo,09:35,16:30,Lucknow,Mumbai,1 Stop,6h 55m,10 Feb 22,7461
721,Air India,18:45,13:35+1D,Ahmedabad,Mumbai,2 Stops,42h 50m,10 Feb 22,9450
1048,Vistara,21:40,20:05+1D,Bengaluru,Ahmedabad,2 Stops,22h 25m,10 Feb 22,15467
5102,Vistara,20:30,10:05+1D,Chennai,Patna,2 Stops,37h 35m,10 Feb 22,14668
9700,Air India,06:55,00:35+1D,Mumbai,Goa In,3 Stops,17h 40m,10 Feb 22,10814
3258,IndiGo,12:00,18:00,Delhi,Goa In,1 Stop,6h 00m,10 Feb 22,3978
6499,Vistara,18:30,12:45+1D,Hyderabad,Goa In,2 Stops,18h 15m,10 Feb 22,15319
7797,Go First,14:20,21:50,Kolkata,Hyderabad,1 Stop,7h 30m,10 Feb 22,4588
8834,Vistara,15:25,07:55+1D,Lucknow,Mumbai,1 Stop,16h 30m,10 Feb 22,8500
6406,Air India,20:50,14:45+1D,Hyderabad,Goa In,2 Stops,17h 55m,10 Feb 22,5873
9236,Air India,12:00,20:05+1D,Mumbai,Bengaluru,2 Stops,32h 05m,10 Feb 22,7792
7042,Air India,03:45,17:50,Jaipur,Mumbai,2 Stops,14h 05m,10 Feb 22,5928
3670,IndiGo,09:15,19:50,Delhi,Kolkata,1 Stop,10h 35m,10 Feb 22,5953
8034,Vistara,07:10,16:30,Kolkata,Mumbai,1 Stop,9h 20m,10 Feb 22,10423
2208,Air India,21:00,12:10+1D,Bengaluru,Patna,1 Stop,15h 10m,10 Feb 22,5032
1718,IndiGo,06:35,17:05,Bengaluru,Jaipur,1 Stop,10h 30m,10 Feb 22,6940
612,TruJet,08:00,11:05,Ahmedabad,Mumbai,1 Stop,3h 05m,10 Feb 22,3097
2781,Air India,14:05,17:05+1D,Bhubaneswar,Mumbai,2 Stops,27h 00m,10 Feb 22,6240
5058,Air India,06:05,10:20+1D,Chennai,Patna,2 Stops,28h 15m,10 Feb 22,7852
9165,Go First,14:30,21:25,Mumbai,Bengaluru,1 Stop,6h 55m,10 Feb 22,4987
9702,Go First,22:40,13:30+1D,Mumbai,Goa In,1 Stop,14h 50m,10 Feb 22,11347
7576,IndiGo,09:15,15:55,Kolkata,Chennai,1 Stop,6h 40m,10 Feb 22,5278
9649,Air India,21:30,20:30+1D,Mumbai,Goa In,2 Stops,23h 00m,10 Feb 22,7080
3238,SpiceJet,19:45,17:05+1D,Delhi,Goa In,1 Stop,21h 20m,10 Feb 22,3704
9593,Vistara,07:00,16:20,Mumbai,Chennai,2 Stops,9h 20m,10 Feb 22,17280
284,IndiGo,06:10,07:20,Bangalore,Hyderabad,Non Stop,1h 10m,"Sun, 20 Mar","1,714"
174,Air India,21:00,08:00+1D,Ahmedabad,Chennai,2 Stops,35h 00m,10 Feb 22,7545
2972,SpiceJet,15:30,11:20+1D,Delhi,Bengaluru,1 Stop,19h 50m,10 Feb 22,6249
9885,Go First,22:50,08:30+1D,Mumbai,Hyderabad,1 Stop,9h 40m,10 Feb 22,3280
3049,Vistara,19:00,19:15+1D,Delhi,Bengaluru,1 Stop,24h 15m,10 Feb 22,10678
7305,Go First,06:00,18:20,Kolkata,Ahmedabad,1 Stop,12h 20m,10 Feb 22,4466
69,Air India,21:00,01:50+1D,Ahmedabad,Bengaluru,2 Stops,28h 50m,10 Feb 22,7140
4218,Vistara,20:30,22:35+1D,Chennai,Ahmedabad,2 Stops,26h 05m,10 Feb 22,16171
1658,IndiGo,06:10,13:45,Bengaluru,Jaipur,1 Stop,7h 35m,10 Feb 22,7172
9876,IndiGo,06:15,07:35,Mumbai,Hyderabad,Non Stop,1h 20m,10 Feb 22,2106
3585,Air India,05:35,13:15+1D,Delhi,Jaipur,2 Stops,31h 40m,10 Feb 22,9652
8184,Air India,11:35,12:05+1D,Kolkata,Pune,4 Stops,24h 30m,10 Feb 22,6202
1881,Air India,06:45,14:50+1D,Bengaluru,Kolkata,3 Stops,32h 05m,10 Feb 22,6264
8254,Go First,06:30,20:25,Lucknow,Ahmedabad,1 Stop,13h 55m,10 Feb 22,5150
3872,Vistara,13:20,16:00+1D,Delhi,Mumbai,1 Stop,26h 40m,10 Feb 22,8158
152,IndiGo,08:30,15:25,Mumbai,Dehradun,1 Stop,6h 55m,"Thu, 10 Mar","3,700"
7852,Vistara,15:20,22:55,Kolkata,Hyderabad,1 Stop,7h 35m,10 Feb 22,10423
1832,Go First,10:00,23:35,Bengaluru,Kolkata,1 Stop,13h 35m,10 Feb 22,4519
8996,Go First,14:35,20:55,Mumbai,Ahmedabad,1 Stop,6h 20m,10 Feb 22,4260
9344,IndiGo,23:00,07:40+1D,Mumbai,Bhubaneswar,1 Stop,8h 40m,10 Feb 22,3584
7376,Air India,13:00,07:50+1D,Kolkata,Ahmedabad,2 Stops,18h 50m,10 Feb 22,9683
6717,Air India,03:45,14:45,Jaipur,Goa In,2 Stops,11h 00m,10 Feb 22,5809
5469,Vistara,21:55,16:20+1D,Goa In,Pune,2 Stops,18h 25m,10 Feb 22,15605
7727,Vistara,15:20,12:45+1D,Kolkata,Goa In,2 Stops,21h 25m,10 Feb 22,17280
6183,Air India,20:50,20:05+1D,Hyderabad,Bengaluru,1 Stop,23h 15m,10 Feb 22,5055
174,Go First,22:40,"00:30
+ 1 day",Mumbai,Bangalore,Non Stop,1h 50m,"Sun, 10 Apr","2,124"
145,Air India,21:00,12:40+1D,Ahmedabad,Chennai,1 Stop,15h 40m,10 Feb 22,4063
7823,Air India,13:00,19:20+1D,Kolkata,Hyderabad,2 Stops,30h 20m,10 Feb 22,6666
8432,Vistara,15:25,19:30+1D,Lucknow,Bengaluru,2 Stops,28h 05m,10 Feb 22,10014
8724,IndiGo,17:35,23:30,Lucknow,Mumbai,1 Stop,5h 55m,10 Feb 22,4023
7425,Air India,19:00,11:10+1D,Kolkata,Bengaluru,2 Stops,16h 10m,10 Feb 22,5920
1425,Vistara,21:40,17:30+1D,Bengaluru,Guwahati,2 Stops,19h 50m,10 Feb 22,15184
186,Indigo,11:30,18:55,Kolkata,Delhi,1-Stop,07h 25m,15 Jan,3434
5076,Vistara,09:45,10:05+1D,Chennai,Patna,2 Stops,24h 20m,10 Feb 22,14668
1508,IndiGo,06:20,13:30,Bengaluru,Hyderabad,1 Stop,7h 10m,10 Feb 22,4336
3754,Go First,14:20,16:35,Delhi,Mumbai,Non Stop,2h 15m,10 Feb 22,2408
6906,Air India,03:45,08:05+1D,Jaipur,Kolkata,2 Stops,28h 20m,10 Feb 22,5431
210,Vistara,08:25,19:55,Ahmedabad,Chennai,2 Stops,11h 30m,10 Feb 22,16190
97,Go First,13:00,15:20,New Delhi,Guwahati,Non Stop,2h 20m,"Mon, 7 Feb","2,900"
8887,Vistara,10:05,23:25,Lucknow,Mumbai,2 Stops,13h 20m,10 Feb 22,14475
4222,Vistara,20:30,07:50+1D,Chennai,Ahmedabad,2 Stops,35h 20m,10 Feb 22,16171
4312,Air India,14:55,08:55+1D,Chennai,Bengaluru,2 Stops,18h 00m,10 Feb 22,6695
1860,Air India,06:10,09:00+1D,Bengaluru,Kolkata,1 Stop,26h 50m,10 Feb 22,5324
4905,Air India,09:55,18:00,Chennai,Mumbai,2 Stops,8h 05m,10 Feb 22,4355
4975,Vistara,06:55,19:05,Chennai,Mumbai,1 Stop,12h 10m,10 Feb 22,11245
4714,Vistara,20:30,20:55+1D,Chennai,Hyderabad,2 Stops,24h 25m,10 Feb 22,12988
2883,IndiGo,09:25,20:50,Delhi,Bengaluru,1 Stop,11h 25m,10 Feb 22,3089
55,Air India,19:20,14:20+1D,Ahmedabad,Bengaluru,2 Stops,43h 00m,10 Feb 22,6467
9370,Air India,05:45,20:55,Mumbai,Bhubaneswar,2 Stops,15h 10m,10 Feb 22,5885
769,Go First,22:05,10:40+1D,Ahmedabad,Patna,1 Stop,12h 35m,10 Feb 22,3588
3360,SpiceJet,18:35,20:45,Delhi,Hyderabad,Non Stop,2h 10m,10 Feb 22,2098
440,IndiGo,13:55,20:50,Kolkata,Goa,1 Stop,6h 55m,"Thu, 3 Mar","3,964"
5632,Air India,18:10,14:55+1D,Guwahati,Bengaluru,3 Stops,44h 45m,10 Feb 22,5477
63,GO FIRST,18:20,00:05,Delhi,Bangalore,1-Stop,05h 45m,29 Jan,2958
5579,Vistara,18:05,11:50+1D,Guwahati,Bengaluru,1 Stop,17h 45m,10 Feb 22,12159
8708,Go First,10:45,17:15,Lucknow,Mumbai,1 Stop,6h 30m,10 Feb 22,3734
5016,IndiGo,09:55,16:10,Chennai,Patna,1 Stop,6h 15m,10 Feb 22,5678
1058,AirAsia I.,15:40,17:40,Bengaluru,Bhubaneswar,Non Stop,2h 00m,10 Feb 22,2721
7489,Vistara,15:20,22:40,Kolkata,Bengaluru,1 Stop,7h 20m,10 Feb 22,11673
1364,Air India,13:20,07:20+1D,Bengaluru,Guwahati,2 Stops,18h 00m,10 Feb 22,6592
3616,Air India,10:35,12:10+1D,Delhi,Kolkata,1 Stop,25h 35m,10 Feb 22,4424
9309,Vistara,20:55,20:25+1D,Mumbai,Bengaluru,1 Stop,23h 30m,10 Feb 22,11127
6165,Go First,09:00,17:10,Hyderabad,Bengaluru,1 Stop,8h 10m,10 Feb 22,4450
6034,Air India,16:15,18:15+1D,Hyderabad,Ahmedabad,4 Stops,26h 00m,10 Feb 22,7597
340,Vistara,06:45,12:45+1D,Ahmedabad,Goa In,2 Stops,30h 00m,10 Feb 22,16768
7836,SpiceJet,15:05,21:00,Kolkata,Hyderabad,1 Stop,5h 55m,10 Feb 22,7479
322,IndiGo,13:30,15:30,Hyderabad,Lucknow,Non Stop,2h 00m,"Fri, 11 Feb","6,133"
2519,Air India,13:00,11:45+1D,Bengaluru,Srinagar,2 Stops,22h 45m,10 Feb 22,10725
1461,Vistara,21:40,17:30+1D,Bengaluru,Guwahati,2 Stops,19h 50m,10 Feb 22,15184
8528,Go First,09:30,21:30,Lucknow,Goa In,1 Stop,12h 00m,10 Feb 22,6942
8084,Vistara,10:15,18:20,Kolkata,Mumbai,2 Stops,8h 05m,10 Feb 22,15274
810,Air India,08:20,18:25+1D,Ahmedabad,Patna,3 Stops,34h 05m,10 Feb 22,7457
4143,IndiGo,13:05,20:45,Chennai,Ahmedabad,1 Stop,7h 40m,10 Feb 22,7112
9050,Air India,05:05,18:40+1D,Mumbai,Ahmedabad,2 Stops,37h 35m,10 Feb 22,7285
2984,Vistara,17:35,20:25,Delhi,Bengaluru,Non Stop,2h 50m,10 Feb 22,7423
2890,IndiGo,09:40,18:30,Delhi,Bengaluru,1 Stop,8h 50m,10 Feb 22,3253
7415,Go First,04:55,16:10,Kolkata,Bengaluru,1 Stop,11h 15m,10 Feb 22,4988
51,Air India,22:20,18:30+1D,Ahmedabad,Bengaluru,2 Stops,20h 10m,10 Feb 22,6264
3010,Vistara,14:20,20:55,Delhi,Bengaluru,1 Stop,6h 35m,10 Feb 22,10678
466,Vistara,08:25,12:45+1D,Ahmedabad,Goa In,2 Stops,28h 20m,10 Feb 22,16768
7164,Air India,21:05,14:20+1D,Kochi,Bengaluru,2 Stops,41h 15m,10 Feb 22,5350
6529,Air India,13:30,19:55+1D,Jaipur,Ahmedabad,2 Stops,30h 25m,10 Feb 22,5809
1818,IndiGo,16:20,22:40,Bengaluru,Kolkata,1 Stop,6h 20m,10 Feb 22,3487
8444,Vistara,10:05,22:50,Lucknow,Bengaluru,2 Stops,12h 45m,10 Feb 22,13225
4574,Vistara,12:30,17:30+1D,Chennai,Guwahati,2 Stops,29h 00m,10 Feb 22,15848
4376,SpiceJet,06:15,07:45+1D,Chennai,Goa In,1 Stop,25h 30m,10 Feb 22,4128
7377,Vistara,07:10,22:35,Kolkata,Ahmedabad,1 Stop,15h 25m,10 Feb 22,9709
5491,Vistara,13:20,08:05+1D,Goa In,Pune,2 Stops,18h 45m,10 Feb 22,15605
4560,Vistara,17:10,17:30+1D,Chennai,Guwahati,1 Stop,24h 20m,10 Feb 22,11738
8062,Vistara,20:25,09:45+1D,Kolkata,Mumbai,1 Stop,13h 20m,10 Feb 22,10423
8150,Vistara,20:35,10:05+1D,Kolkata,Patna,2 Stops,37h 30m,10 Feb 22,16744
7989,Air India,14:40,21:35+1D,Kolkata,Mumbai,3 Stops,30h 55m,10 Feb 22,7004
1693,Air India,13:20,19:10,Bengaluru,Jaipur,1 Stop,5h 50m,10 Feb 22,4755
8213,Air India,09:55,21:10,Kolkata,Pune,2 Stops,11h 15m,10 Feb 22,8209
4719,SpiceJet,21:50,08:00+1D,Chennai,Jaipur,1 Stop,10h 10m,10 Feb 22,2973
8159,SpiceJet,20:30,11:55+1D,Kolkata,Pune,1 Stop,15h 25m,10 Feb 22,4445
7274,Vistara,19:55,11:10+1D,Kochi,Mumbai,1 Stop,15h 15m,10 Feb 22,12496
1738,Air India,07:55,07:10+1D,Bengaluru,Jaipur,2 Stops,23h 15m,10 Feb 22,7226
5879,Air India,15:45,17:50+1D,Guwahati,Mumbai,2 Stops,26h 05m,10 Feb 22,6877
5608,AirAsia I.,18:50,10:40+1D,Guwahati,Bengaluru,1 Stop,15h 50m,10 Feb 22,4397
1839,AirAsia I.,05:10,12:00,Bengaluru,Kolkata,1 Stop,6h 50m,10 Feb 22,5174
1162,Go First,13:00,00:45+1D,Bengaluru,Chennai,1 Stop,11h 45m,10 Feb 22,3336
7360,IndiGo,14:25,20:45,Kolkata,Ahmedabad,1 Stop,6h 20m,10 Feb 22,7957
82,Air India,21:00,22:35,Mumbai,Goa,Non-Stop,01h 35m,30 Jan,1890
5813,Air India,11:40,12:25+1D,Guwahati,Mumbai,1 Stop,24h 45m,10 Feb 22,4447
9855,Vistara,06:00,12:05,Mumbai,Guwahati,1 Stop,6h 05m,10 Feb 22,10608
9188,Air India,10:00,16:15,Mumbai,Bengaluru,1 Stop,6h 15m,10 Feb 22,5243
556,IndiGo,08:35,20:40,Ahmedabad,Kolkata,1 Stop,12h 05m,10 Feb 22,5899
8096,Go First,06:00,19:35,Kolkata,Patna,1 Stop,13h 35m,10 Feb 22,4680
313,Go First,09:00,14:55,Hyderabad,Bangalore,1 Stop,5h 55m,"Mon, 7 Feb","4,452"
338,Vistara,06:45,12:45+1D,Ahmedabad,Goa In,2 Stops,30h 00m,10 Feb 22,16768
9342,IndiGo,08:55,20:35,Mumbai,Bhubaneswar,1 Stop,11h 40m,10 Feb 22,3584
7459,Air India,13:00,16:15+1D,Kolkata,Bengaluru,3 Stops,27h 15m,10 Feb 22,8246
7665,Air India,14:40,06:25+1D,Kolkata,Goa In,2 Stops,39h 45m,10 Feb 22,6723
5573,AirAsia I.,08:55,20:55,Guwahati,Bengaluru,3 Stops,12h 00m,10 Feb 22,11636
996,Vistara,08:30,20:05,Bengaluru,Ahmedabad,2 Stops,11h 35m,10 Feb 22,15467
1206,Vistara,19:55,19:55+1D,Bengaluru,Chennai,1 Stop,24h 00m,10 Feb 22,9239
5095,Vistara,20:30,10:05+1D,Chennai,Patna,2 Stops,37h 35m,10 Feb 22,14668
9336,IndiGo,08:30,17:00,Mumbai,Bhubaneswar,1 Stop,8h 30m,10 Feb 22,2943
3039,Vistara,17:45,10:45+1D,Delhi,Bengaluru,1 Stop,17h 00m,10 Feb 22,10678
600,Vistara,06:45,16:55,Ahmedabad,Kolkata,2 Stops,10h 10m,10 Feb 22,17660
636,Go First,18:35,01:20+1D,Ahmedabad,Mumbai,1 Stop,6h 45m,10 Feb 22,4218
2040,Air India,06:10,21:35,Bengaluru,Mumbai,2 Stops,15h 25m,10 Feb 22,5319
6934,Air India,14:00,19:10+1D,Jaipur,Kolkata,3 Stops,29h 10m,10 Feb 22,6529
164,Air India,19:20,23:35+1D,Ahmedabad,Chennai,3 Stops,28h 15m,10 Feb 22,7262
213,SpiceJet,04:00,06:00,Ahmedabad,Goa In,Non Stop,2h 00m,10 Feb 22,5059
1468,Vistara,18:25,17:30+1D,Bengaluru,Guwahati,2 Stops,23h 05m,10 Feb 22,15184
4447,Vistara,17:10,21:20+1D,Chennai,Goa In,1 Stop,28h 10m,10 Feb 22,12495
1305,Vistara,07:00,13:50,Bengaluru,Goa In,1 Stop,6h 50m,10 Feb 22,12631
611,Go First,20:05,21:25,Ahmedabad,Mumbai,Non Stop,1h 20m,10 Feb 22,2467
7071,Air India,19:35,13:25+1D,Jaipur,Mumbai,2 Stops,17h 50m,10 Feb 22,6789
7623,Vistara,15:20,22:45,Kolkata,Chennai,1 Stop,7h 25m,10 Feb 22,11851
25,Air India,09:50,12:40,New Delhi,Chennai,Non Stop,2h 50m,"Sun, 27 Feb","2,343"
2617,IndiGo,06:30,17:10,Bhubaneswar,Bengaluru,1 Stop,10h 40m,10 Feb 22,5083
4729,Air India,09:55,07:10+1D,Chennai,Jaipur,1 Stop,21h 15m,10 Feb 22,3519
6912,Go First,08:45,17:30,Jaipur,Kolkata,1 Stop,8h 45m,10 Feb 22,5763
5537,Air India,15:45,22:15+1D,Guwahati,Bengaluru,2 Stops,30h 30m,10 Feb 22,6114
8407,Air India,20:15,11:40+1D,Lucknow,Bengaluru,2 Stops,15h 25m,10 Feb 22,7726
2745,Vistara,09:40,19:55,Bhubaneswar,Kolkata,2 Stops,10h 15m,10 Feb 22,17242
6373,Vistara,07:40,08:50+1D,Hyderabad,Chennai,2 Stops,25h 10m,10 Feb 22,13238
8441,Vistara,10:05,20:55,Lucknow,Bengaluru,2 Stops,10h 50m,10 Feb 22,13225
1882,AirAsia I.,07:30,13:20,Bengaluru,Kolkata,1 Stop,5h 50m,10 Feb 22,6305
9799,Air India,05:35,12:10+1D,Mumbai,Guwahati,2 Stops,30h 35m,10 Feb 22,6636
24,IndiGo,08:35,11:25,New Delhi,Chennai,Non Stop,2h 50m,"Sat, 12 Mar","2,343"
3898,Vistara,09:05,20:45,Delhi,Mumbai,1 Stop,11h 40m,10 Feb 22,12148
3472,Air India,18:10,07:50+1D,Delhi,Hyderabad,2 Stops,37h 40m,10 Feb 22,6263
6788,Air India,03:45,23:35,Jaipur,Hyderabad,1 Stop,19h 50m,10 Feb 22,3919
7601,Air India,13:00,23:35+1D,Kolkata,Chennai,4 Stops,34h 35m,10 Feb 22,7418
7438,IndiGo,09:30,21:30,Kolkata,Bengaluru,1 Stop,12h 00m,10 Feb 22,6487
5376,SpiceJet,22:35,11:50+1D,Goa In,Pune,1 Stop,13h 15m,10 Feb 22,5462
6602,Air India,13:30,22:15+1D,Jaipur,Bengaluru,2 Stops,32h 45m,10 Feb 22,5547
733,Vistara,08:25,22:50,Ahmedabad,Mumbai,1 Stop,14h 25m,10 Feb 22,10625
